City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
58,Torbay,CA,2022-09-16 14:55:50,47.6666,-52.7314,60.39,86,75,17.27
59,Kirakira,SB,2022-09-16 14:55:50,-10.4544,161.9205,78.44,86,6,5.41
60,Darbhanga,IN,2022-09-16 14:55:51,26.1667,85.9,84.4,73,88,4.32
61,Avarua,CK,2022-09-16 14:55:51,-21.2078,-159.775,73.45,78,40,16.11
62,Hobart,AU,2022-09-16 14:55:51,-42.8794,147.3294,50.05,94,75,16.11
63,Tessalit,ML,2022-09-16 14:55:52,20.1986,1.0114,106.02,8,89,13.33
64,Hilo,US,2022-09-16 14:55:52,19.7297,-155.09,76.28,88,20,1.01
65,Jamestown,US,2022-09-16 14:54:03,42.097,-79.2353,69.03,89,20,1.99
66,Karlshamn,SE,2022-09-16 14:55:52,56.1706,14.8619,59.49,72,82,11.9
67,Dingle,PH,2022-09-16 14:55:52,10.9995,122.6711,75.52,93,100,6.11
68,Iqaluit,CA,2022-09-16 14:55:53,63.7506,-68.5145,46.13,65,40,3.44
69,Raudeberg,NO,2022-09-16 14:55:53,61.9875,5.1352,50.67,9,100,35.19
70,Ilulissat,GL,2022-09-16 14:55:53,69.2167,-51.1,39.33,85,100,5.77
71,Lavrentiya,RU,2022-09-16 14:55:54,65.5833,-171.0,43.68,94,100,17.25
72,Westport,US,2022-09-16 14:55:54,41.1415,-73.3579,68.9,57,9,1.01
73,Mwene-Ditu,CD,2022-09-16 14:55:54,-7.0,23.45,87.44,33,72,3.8
74,Saint Anthony,US,2022-09-16 14:55:55,45.0205,-93.218,68.14,86,100,1.99
75,Xichang,CN,2022-09-16 14:55:55,27.8964,102.2634,66.61,91,35,2.1
76,Constitucion,CL,2022-09-16 14:55:55,-35.3333,-72.4167,57.2,84,100,9.55
77,Zhanaozen,KZ,2022-09-16 14:55:55,43.3,52.8,73.87,30,100,2.8
78,Aklavik,CA,2022-09-16 14:52:58,68.2191,-135.0107,37.4,93,100,5.75
79,Luzhou,CN,2022-09-16 14:55:56,28.8724,105.4405,75.51,88,100,3.85
80,Saint-Joseph,RE,2022-09-16 14:55:56,-21.3667,55.6167,68.38,79,47,15.57
81,Ghanaur,IN,2022-09-16 14:55:56,30.3322,76.6072,81.39,70,76,1.16
82,Salto,UY,2022-09-16 14:52:03,-31.3833,-57.9667,66.36,64,0,16.11
83,Mehamn,NO,2022-09-16 14:55:57,71.0357,27.8492,46.35,87,100,14.97
84,Esperance,AU,2022-09-16 14:55:57,-33.8667,121.9,53.11,76,8,11.74
85,Kilindoni,TZ,2022-09-16 14:55:58,-7.9139,39.6668,76.55,75,7,12.46
86,Sinnamary,GF,2022-09-16 14:55:58,5.3833,-52.95,84.56,73,57,10.0
87,Maymyo,MM,2022-09-16 14:55:58,22.0333,96.4667,65.88,92,99,0.56
88,Buchanan,LR,2022-09-16 14:55:59,5.8808,-10.0467,76.69,91,100,10.71
89,Hermanus,ZA,2022-09-16 14:55:59,-34.4187,19.2345,62.8,82,71,16.49
90,Port Blair,IN,2022-09-16 14:55:59,11.6667,92.75,77.04,94,40,2.3
91,San Andres,CO,2022-09-16 14:52:33,12.5847,-81.7006,78.82,94,75,4.61
92,Yellowknife,CA,2022-09-16 14:52:38,62.456,-114.3525,52.32,87,20,11.5
93,Pangnirtung,CA,2022-09-16 14:57:00,66.1451,-65.7125,41.0,87,20,4.61
94,Evensk,RU,2022-09-16 14:57:00,61.95,159.2333,37.45,59,8,9.37
95,Inhambane,MZ,2022-09-16 14:57:00,-23.865,35.3833,77.0,73,0,11.99
96,Rennes,FR,2022-09-16 14:55:57,48.1667,-1.6667,66.24,45,40,19.57
97,Vila Velha,BR,2022-09-16 14:54:22,-20.3297,-40.2925,73.35,89,75,4.61
98,Concordia,AR,2022-09-16 14:57:01,-31.393,-58.0209,66.27,64,0,16.11
99,Carnarvon,AU,2022-09-16 14:57:01,-24.8667,113.6333,66.52,73,0,20.0
100,Iberia,US,2022-09-16 14:57:01,29.9502,-91.7507,82.96,70,0,8.1
101,Clyde River,CA,2022-09-16 14:57:01,70.4692,-68.5914,37.63,100,100,6.91
102,Olafsvik,IS,2022-09-16 14:57:02,64.8945,-23.7142,49.87,80,100,7.52
103,Busselton,AU,2022-09-16 14:57:02,-33.65,115.3333,55.51,74,35,4.16
104,Severo-Kurilsk,RU,2022-09-16 14:57:03,50.6789,156.125,48.7,79,10,15.48
105,Huarmey,PE,2022-09-16 14:57:03,-10.0681,-78.1522,66.07,77,99,7.87
106,Pechenga,RU,2022-09-16 14:57:03,69.5259,31.1703,45.61,97,100,19.46
107,Tezu,IN,2022-09-16 14:57:04,27.9167,96.1667,76.24,96,56,2.82
108,Castro,BR,2022-09-16 14:57:04,-24.7911,-50.0119,59.34,72,92,9.1
109,Tuktoyaktuk,CA,2022-09-16 14:55:33,69.4541,-133.0374,33.8,100,75,4.61
110,Malanje,AO,2022-09-16 14:57:05,-9.5402,16.341,89.73,24,83,2.73
111,Tasiilaq,GL,2022-09-16 14:57:05,65.6145,-37.6368,39.09,73,100,4.74
112,Gaspe,CA,2022-09-16 14:57:05,48.8334,-64.4819,46.31,93,100,10.36
113,Abu Samrah,SY,2022-09-16 14:57:06,35.3029,37.1841,90.5,17,0,3.27
114,Ngaoundere,CM,2022-09-16 14:54:06,7.3167,13.5833,70.81,89,91,6.2
115,Shingu,JP,2022-09-16 14:57:07,33.7333,135.9833,78.06,84,97,15.82
116,Anadyr,RU,2022-09-16 14:57:07,64.75,177.4833,43.3,81,75,17.9
117,Tautira,PF,2022-09-16 14:57:07,-17.7333,-149.15,76.57,67,74,18.77
118,Bonga,ET,2022-09-16 14:57:08,7.2833,36.2333,63.61,97,79,1.95
119,Tiksi,RU,2022-09-16 14:57:08,71.6872,128.8694,38.14,77,99,18.61
120,Mananjary,MG,2022-09-16 14:57:08,-21.2167,48.3333,69.6,83,1,8.19
121,Rocha,UY,2022-09-16 14:55:26,-34.4833,-54.3333,67.73,55,1,14.34
122,Luderitz,NA,2022-09-16 14:57:09,-26.6481,15.1594,66.09,66,100,18.84
123,Mar Del Plata,AR,2022-09-16 14:57:09,-38.0023,-57.5575,64.42,68,75,29.08
124,Narsaq,GL,2022-09-16 14:57:10,60.9167,-46.05,49.86,90,100,10.78
125,Eyl,SO,2022-09-16 14:57:10,7.9803,49.8164,78.58,78,62,25.68
126,Sioux Lookout,CA,2022-09-16 14:57:11,50.1001,-91.917,48.27,100,100,9.22
127,Sobolevo,RU,2022-09-16 14:57:11,54.4299,31.8996,58.89,51,46,13.71
128,Santa Rosa,PH,2022-09-16 14:52:57,14.3122,121.1114,82.38,82,100,9.35
129,Novaya Zaimka,RU,2022-09-16 14:57:11,56.4857,66.9241,52.83,51,100,8.61
130,Riyadh,SA,2022-09-16 14:53:00,24.6877,46.7219,100.54,10,7,9.08
131,Praia Da Vitoria,PT,2022-09-16 14:53:06,38.7333,-27.0667,78.76,78,20,10.04
132,Kibuye,RW,2022-09-16 14:57:12,-2.0597,29.3482,73.2,62,50,5.5
133,Bandarbeyla,SO,2022-09-16 14:57:12,9.4942,50.8122,78.21,82,65,31.21
134,Mount Isa,AU,2022-09-16 14:53:43,-20.7333,139.5,78.57,34,0,13.8
135,Mujiayingzi,CN,2022-09-16 14:57:13,42.1167,118.7833,57.61,72,96,1.5
136,Billings,US,2022-09-16 14:57:13,45.7833,-108.5007,60.51,52,60,0.54
137,Krasnovishersk,RU,2022-09-16 14:57:13,60.4078,57.082,54.91,58,100,7.27
138,Mahebourg,MU,2022-09-16 14:57:14,-20.4081,57.7,72.25,73,75,12.66
139,Funadhoo,MV,2022-09-16 14:58:14,6.15,73.2667,81.3,73,26,8.75
140,Bridlington,GB,2022-09-16 14:58:14,54.0831,-0.1919,58.93,59,100,28.05
141,Komsomolskiy,UZ,2022-09-16 14:58:15,40.4272,71.7189,77.72,29,10,4.61
142,Port Hardy,CA,2022-09-16 14:58:15,50.6996,-127.4199,50.0,100,75,0.0
143,Chiredzi,ZW,2022-09-16 14:58:15,-21.05,31.6667,87.76,14,0,8.72
144,Nikolskoye,RU,2022-09-16 14:58:16,59.7035,30.7861,54.79,68,100,7.65
145,Bambous Virieux,MU,2022-09-16 14:58:16,-20.3428,57.7575,72.21,73,75,12.66
146,Fare,PF,2022-09-16 14:58:17,-16.7,-151.0167,77.38,73,45,22.5
147,Simbahan,PH,2022-09-16 14:58:17,6.3032,120.5836,84.06,71,100,6.93
148,Broome,US,2022-09-16 14:58:17,42.2506,-75.833,63.43,80,21,2.17
149,Laguna,US,2022-09-16 14:58:18,38.421,-121.4238,60.3,88,0,4.61
150,Thompson,CA,2022-09-16 14:58:18,55.7435,-97.8558,44.76,100,75,0.0
151,Sakakah,SA,2022-09-16 14:57:03,29.9697,40.2064,103.57,11,0,10.76
152,Conde,BR,2022-09-16 14:58:19,-7.2597,-34.9075,81.86,57,75,11.5
153,Alta Floresta,BR,2022-09-16 14:58:19,-9.8756,-56.0861,89.42,48,35,6.91
154,Lindi,TZ,2022-09-16 14:58:19,-10.0,39.7167,76.41,68,2,12.12
155,Launceston,AU,2022-09-16 14:57:37,-41.45,147.1667,49.64,94,100,11.5
156,Rawson,AR,2022-09-16 14:58:20,-43.3002,-65.1023,51.4,48,100,17.65
157,Souillac,MU,2022-09-16 14:58:20,-20.5167,57.5167,71.98,73,75,12.66
158,Lata,PT,2022-09-16 14:58:21,40.1629,-8.3327,82.49,56,63,5.14
159,Yumen,CN,2022-09-16 14:58:21,40.2833,97.2,64.15,27,0,9.06
160,Ulaanbaatar,MN,2022-09-16 14:58:21,47.9077,106.8832,37.53,87,75,13.42
161,Muros,ES,2022-09-16 14:58:22,42.7762,-9.0603,77.85,63,3,3.85
162,Victoria,HK,2022-09-16 14:54:06,22.2855,114.1577,88.18,68,35,5.99
163,Lagos,NG,2022-09-16 14:58:04,6.5833,3.75,83.41,67,89,8.9
164,Merauke,ID,2022-09-16 14:55:05,-8.4667,140.3333,78.75,85,100,13.15
165,Betioky,MG,2022-09-16 14:58:23,-23.7167,44.3833,79.2,42,57,10.56
166,Neunkirchen,DE,2022-09-16 14:58:23,49.35,7.1833,61.59,53,20,13.8
167,Isangel,VU,2022-09-16 14:58:23,-19.55,169.2667,70.7,84,31,10.76
168,Adrar,MR,2022-09-16 14:58:24,20.5022,-10.0711,98.31,16,4,13.91
169,Soltsy,RU,2022-09-16 14:58:24,58.1239,30.3238,52.92,79,85,8.14
170,Gazanjyk,TM,2022-09-16 14:58:25,39.2446,55.5154,82.24,30,71,4.7
171,Manthani,IN,2022-09-16 14:58:25,18.65,79.6667,77.67,88,93,5.53
172,Airai,TL,2022-09-16 14:58:25,-8.9266,125.4092,58.62,76,63,2.17
173,Dawson Creek,CA,2022-09-16 14:58:26,55.7666,-120.2362,42.44,87,0,2.3
174,Ishigaki,JP,2022-09-16 14:58:26,24.3448,124.1572,78.93,89,75,9.22
175,Ostrovnoy,RU,2022-09-16 14:58:26,68.0531,39.5131,48.47,98,100,5.86
176,Erenhot,CN,2022-09-16 14:58:27,43.6475,111.9767,67.24,12,29,23.98
177,Rawah,IQ,2022-09-16 14:58:27,34.4816,41.9093,92.55,17,0,9.64
178,Touros,BR,2022-09-16 14:58:27,-5.1989,-35.4608,84.27,54,16,15.97
179,Jasdan,IN,2022-09-16 14:58:27,22.0333,71.2,78.24,81,55,12.24
180,Arzgir,RU,2022-09-16 14:58:28,45.3728,44.2206,77.31,42,91,8.99
181,High Rock,BS,2022-09-16 14:58:28,26.6208,-78.2833,75.22,71,81,7.58
182,Ketchikan,US,2022-09-16 14:58:28,55.3422,-131.6461,43.27,100,20,0.0
183,Ust-Tsilma,RU,2022-09-16 14:58:29,65.441,52.1498,50.65,87,100,4.79
184,Zanesville,US,2022-09-16 14:58:29,39.9404,-82.0132,70.5,84,47,1.01
185,Hambantota,LK,2022-09-16 14:59:29,6.1241,81.1185,82.74,69,20,11.5
186,Wattegama,LK,2022-09-16 14:59:30,6.7989,81.4808,81.18,61,34,5.7
187,Jumla,NP,2022-09-16 14:59:30,29.2747,82.1838,58.82,96,100,1.95
188,Sarkand,KZ,2022-09-16 14:59:30,45.41,79.9186,49.28,34,4,3.04
189,Rawlins,US,2022-09-16 14:59:30,41.7911,-107.2387,55.35,75,100,16.49
190,Kefalos,GR,2022-09-16 14:59:31,36.7453,26.9589,82.62,51,0,12.66
191,Mahibadhoo,MV,2022-09-16 14:59:31,3.7833,72.9667,81.23,70,17,6.17
192,Ust-Karsk,RU,2022-09-16 14:56:48,52.7011,118.8077,45.57,96,100,9.6
193,Richards Bay,ZA,2022-09-16 14:59:31,-28.783,32.0377,78.89,57,0,14.85
194,Jacqueville,CI,2022-09-16 14:59:32,5.2052,-4.4146,76.59,88,100,13.09
195,Puerto Baquerizo Moreno,EC,2022-09-16 14:59:32,-0.9,-89.6,67.19,83,75,6.91
196,Sao Domingos,BR,2022-09-16 14:59:32,-13.3983,-46.3183,98.6,14,2,3.85
197,Raga,SS,2022-09-16 14:59:33,8.4596,25.678,74.75,88,100,5.08
198,Dzhebariki-Khaya,RU,2022-09-16 14:59:33,62.2167,135.8,31.32,94,33,2.13
199,Sehithwa,BW,2022-09-16 14:59:33,-20.4667,22.7167,88.27,11,0,10.16
200,Rangapara,IN,2022-09-16 14:59:34,26.8167,92.65,76.87,95,93,2.89
201,Coquimbo,CL,2022-09-16 14:59:34,-29.9533,-71.3436,55.13,87,100,10.36
202,Ilhabela,BR,2022-09-16 14:59:35,-23.7781,-45.3581,64.83,88,100,4.92
203,Klaksvik,FO,2022-09-16 14:59:35,62.2266,-6.589,49.12,76,88,18.07
204,Iaciara,BR,2022-09-16 14:59:35,-14.0958,-46.6317,102.16,11,4,1.07
205,Tarakan,ID,2022-09-16 14:59:36,3.3,117.6333,82.62,74,99,6.04
206,Chippewa Falls,US,2022-09-16 14:59:36,44.9369,-91.3929,67.71,86,93,10.58
207,Zavodouspenskoye,RU,2022-09-16 14:59:36,56.8626,65.0155,57.49,45,100,9.24
208,Nizwa,OM,2022-09-16 14:58:15,22.9333,57.5333,97.95,18,76,11.48
209,Urusha,RU,2022-09-16 14:59:37,54.05,122.9,43.43,90,100,1.72
210,Jinchang,CN,2022-09-16 14:59:37,38.4953,102.1739,63.25,60,100,4.72
211,Starodub,RU,2022-09-16 14:59:37,52.5844,32.7633,60.35,56,74,9.64
212,Pinawa,CA,2022-09-16 14:59:38,50.1489,-95.8811,51.85,84,100,10.13
213,Okakarara,NA,2022-09-16 14:59:38,-20.5833,17.4333,87.1,9,1,10.87
214,Faanui,PF,2022-09-16 14:59:38,-16.4833,-151.75,77.67,74,58,23.82
215,Lethem,GY,2022-09-16 14:59:39,3.3803,-59.7968,92.07,49,38,7.27
216,Havre,FR,2022-09-16 14:59:39,49.5833,0.3333,61.2,63,75,12.66
217,Lauria,IT,2022-09-16 14:59:40,40.0465,15.8358,78.04,56,42,9.69
218,Praia,CV,2022-09-16 14:59:11,14.9215,-23.5087,84.74,70,20,17.27
219,Plymouth,US,2022-09-16 14:56:38,41.8334,-70.8328,68.16,52,8,1.01
220,Bloomfield,US,2022-09-16 14:59:11,40.8068,-74.1854,70.21,51,40,4.61
221,Portland,US,2022-09-16 14:59:41,45.5234,-122.6762,59.45,80,98,1.01
222,Teresita,PH,2022-09-16 14:59:41,6.4136,124.7072,75.9,86,94,0.89
223,Chokurdakh,RU,2022-09-16 14:59:41,70.6333,147.9167,32.65,81,94,4.07
224,Sandpoint,US,2022-09-16 14:58:02,48.2766,-116.5533,56.71,96,100,3.44
225,Bosaso,SO,2022-09-16 14:59:43,11.2842,49.1816,93.18,62,0,10.36
226,Itupeva,BR,2022-09-16 14:59:43,-23.1531,-47.0578,71.04,68,75,24.16
227,Saint-Philippe,RE,2022-09-16 14:59:44,-21.3585,55.7679,69.39,84,53,15.5
228,Dzhankoy,UA,2022-09-16 14:59:44,45.7167,34.4,80.87,42,60,15.64
229,Vanimo,PG,2022-09-16 14:59:44,-2.6741,141.3028,77.5,89,100,5.19
230,Mattru,SL,2022-09-16 14:59:44,7.6244,-11.8332,80.28,87,88,5.86
231,Weihe,CN,2022-09-16 14:59:45,32.9952,105.3247,61.16,97,100,3.09
232,Nilokheri,IN,2022-09-16 14:59:45,29.8333,76.9167,74.28,93,92,9.19
233,Vao,NC,2022-09-16 14:59:45,-22.6667,167.4833,70.2,64,56,13.42
234,Lompoc,US,2022-09-16 15:00:46,34.6391,-120.4579,67.78,93,20,4.61
235,Loanda,AO,2022-09-16 15:00:46,-8.8368,13.2343,77.0,73,20,5.75
236,Cagliari,IT,2022-09-16 15:00:47,39.245,9.0912,84.9,61,20,6.91
237,Mana,GF,2022-09-16 15:00:48,5.6592,-53.7767,84.38,74,66,8.59
238,Biltine,TD,2022-09-16 15:00:48,14.5333,20.9167,83.73,61,100,8.93
239,Kavaratti,IN,2022-09-16 15:00:49,10.5669,72.642,80.91,78,41,10.07
240,Meulaboh,ID,2022-09-16 15:00:49,4.1363,96.1285,77.16,87,94,2.1
241,Yulara,AU,2022-09-16 15:00:50,-25.2406,130.9889,62.64,38,25,14.54
242,Catuday,PH,2022-09-16 15:00:50,16.2923,119.8062,79.0,76,86,4.7
243,Goderich,CA,2022-09-16 15:00:06,43.7501,-81.7165,69.91,76,100,7.56
244,Te Anau,NZ,2022-09-16 15:00:50,-45.4167,167.7167,35.83,93,46,0.72
245,Georgetown,MY,2022-09-16 14:56:23,5.4112,100.3354,81.9,86,20,2.3
246,Maracacume,BR,2022-09-16 15:00:51,-2.0428,-45.9592,93.52,42,36,6.42
247,Tiko,CM,2022-09-16 15:00:51,4.0745,9.3699,78.78,84,100,9.44
248,Gat,IL,2022-09-16 15:00:52,31.61,34.7642,87.4,9,0,13.02
249,Ramanagaram,IN,2022-09-16 15:00:52,12.7167,77.3,77.41,87,24,6.69
250,Niono,ML,2022-09-16 15:00:52,14.2526,-5.993,90.93,45,71,10.16
251,Bengkulu,ID,2022-09-16 15:00:53,-3.8004,102.2655,76.82,88,97,3.89
252,Livingston,GB,2022-09-16 14:58:52,55.9029,-3.5226,58.86,50,40,6.91
253,Tambacounda,SN,2022-09-16 15:00:54,13.7539,-13.7586,91.96,56,74,1.81
254,Nova Vodolaha,UA,2022-09-16 15:00:54,49.7185,35.8708,60.82,93,100,5.82
255,Gonen,TR,2022-09-16 15:00:55,40.1049,27.654,91.02,12,4,4.61
256,Nouadhibou,MR,2022-09-16 15:00:55,20.931,-17.0347,76.05,73,0,20.96
257,Narasannapeta,IN,2022-09-16 15:00:56,18.4167,84.05,82.98,82,100,9.35
258,Pittenweem,GB,2022-09-16 15:00:56,56.2141,-2.7284,57.88,47,75,14.97
259,Divnogorsk,RU,2022-09-16 15:00:57,55.9594,92.3619,39.69,59,99,2.82
260,Ponta Delgada,PT,2022-09-16 14:59:27,37.7333,-25.6667,77.72,88,20,13.8
261,Mount Vernon,US,2022-09-16 14:59:07,40.9126,-73.8371,69.69,55,10,1.01
262,Toshkivka,UA,2022-09-16 15:00:57,48.7791,38.579,65.12,90,100,5.23
263,Najran,SA,2022-09-16 15:00:58,17.4924,44.1277,87.87,16,99,8.88
264,West Plains,US,2022-09-16 14:59:20,36.7281,-91.8524,75.22,76,36,3.0
265,Allanridge,ZA,2022-09-16 15:00:58,-27.7543,26.6438,86.61,18,13,2.17
266,Baykit,RU,2022-09-16 15:00:58,61.67,96.37,46.33,89,100,7.83
267,Qaqortoq,GL,2022-09-16 15:00:59,60.7167,-46.0333,49.75,90,100,10.92
268,Xinpu,CN,2022-09-16 15:00:59,34.5997,119.1594,68.74,92,24,4.36
269,Qandala,SO,2022-09-16 15:01:00,11.472,49.8728,88.93,62,94,3.0
270,Samana,DO,2022-09-16 14:57:07,19.2056,-69.3369,88.02,74,75,6.91
271,Belmonte,BR,2022-09-16 15:01:01,-15.8631,-38.8828,77.81,64,99,6.22
272,Lichinga,MZ,2022-09-16 15:01:02,-13.3128,35.2406,68.45,49,100,5.48
273,Zaraza,VE,2022-09-16 15:01:02,9.3503,-65.3245,90.63,53,85,5.12
274,Opunake,NZ,2022-09-16 15:01:03,-39.4556,173.8583,47.12,80,24,4.38
275,Bulgan,MN,2022-09-16 15:01:03,48.8125,103.5347,38.08,89,92,5.37
276,Egvekinot,RU,2022-09-16 15:01:04,66.3167,-179.1667,33.06,95,100,16.84
277,Sitka,US,2022-09-16 15:00:59,57.0531,-135.33,49.19,84,100,4.9
278,Sao Filipe,CV,2022-09-16 15:01:05,14.8961,-24.4956,80.4,77,94,13.2
279,Geraldton,AU,2022-09-16 15:02:05,-28.7667,114.6,52.21,93,0,6.91
280,Vemalwada,IN,2022-09-16 15:02:06,18.4667,78.8833,75.99,86,99,7.05
281,Bangalore,IN,2022-09-16 15:00:21,12.9762,77.6033,74.93,60,36,8.21
282,San Patricio,US,2022-09-16 15:02:06,28.017,-97.5169,84.83,58,0,7.61
283,Cabo San Lucas,MX,2022-09-16 15:02:07,22.8909,-109.9124,84.51,79,1,3.62
284,Yabassi,CM,2022-09-16 15:02:07,4.457,9.9682,78.22,92,91,5.06
285,Karlovac,HR,2022-09-16 15:02:07,45.4872,15.5478,59.47,95,100,5.01
286,Hamilton,US,2022-09-16 15:00:46,39.1834,-84.5333,77.59,79,10,1.99
287,Haines Junction,CA,2022-09-16 15:02:08,60.7522,-137.5108,41.54,94,100,1.39
288,Jalpan,MX,2022-09-16 15:02:09,21.2333,-99.4833,68.9,96,99,2.8
289,Bachaquero,VE,2022-09-16 15:02:09,9.9694,-71.1494,87.03,66,51,9.75
290,Bawku,GH,2022-09-16 15:02:10,11.0616,-0.2417,82.56,67,88,7.45
291,Svolvaer,NO,2022-09-16 15:02:10,68.2342,14.5683,53.58,73,100,4.05
292,Nanortalik,GL,2022-09-16 15:02:10,60.1432,-45.2371,49.05,87,100,8.63
293,Plaisance-Du-Touch,FR,2022-09-16 15:02:11,43.5657,1.2975,78.6,41,45,18.41
294,San Vicente,AR,2022-09-16 15:02:11,-26.6167,-54.1333,73.58,34,1,3.0
295,Berbera,SO,2022-09-16 15:02:12,10.4396,45.0143,93.31,49,4,4.7
296,Swan River,CA,2022-09-16 15:02:12,52.1058,-101.2676,54.12,75,89,7.07
