City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
346,Fujin,CN,47.26,132.0322,59.16,57,100,13.47,overcast clouds
347,Chokurdakh,RU,70.6333,147.9167,33.96,69,75,5.5,broken clouds
348,Kodiak,US,57.79,-152.4072,51.31,71,100,4.61,overcast clouds
349,Kruisfontein,ZA,-34.0033,24.7314,57.88,89,100,13.89,light rain
350,Bilma,NE,18.6853,12.9164,98.49,24,99,5.01,overcast clouds
351,Lagoa,PT,39.05,-27.9833,73.44,87,12,7.16,few clouds
352,Talaya,RU,61.3833,152.75,34.68,54,37,5.84,scattered clouds
353,Port Macquarie,AU,-31.4333,152.9167,58.89,69,100,6.02,overcast clouds
354,Kannod,IN,22.6667,76.7333,79.88,77,48,4.7,scattered clouds
355,Iqaluit,CA,63.7506,-68.5145,40.69,75,14,18.99,few clouds
356,Alihe,CN,50.5667,123.7167,41.22,64,7,11.34,clear sky
357,Vagay,RU,57.9375,69.0217,56.46,61,100,11.48,overcast clouds
358,Chopinzinho,BR,-25.8558,-52.5233,61.3,54,0,11.9,clear sky
359,Vanavara,RU,60.34,102.2797,43.43,83,100,4.63,overcast clouds
360,Whitehorse,CA,60.7161,-135.0538,39.31,93,100,3.0,overcast clouds
361,Ixtapa,MX,20.7,-105.2,78.22,94,100,0.0,overcast clouds
362,Idritsa,RU,56.3316,28.8988,58.95,60,100,4.23,overcast clouds
363,Pundaguitan,PH,6.3711,126.1689,84.2,72,100,9.73,overcast clouds
364,Pochutla,MX,15.7432,-96.4661,73.22,91,100,4.74,overcast clouds
365,Nuuk,GL,64.1835,-51.7216,50.61,66,75,16.11,broken clouds
366,Tukums,LV,56.9669,23.1553,60.15,67,74,5.41,broken clouds
367,Benito Juarez,MX,19.385,-99.165,60.94,91,100,5.75,overcast clouds
368,Bandarbeyla,SO,9.4942,50.8122,84.9,60,0,28.66,clear sky
369,Cancun,MX,21.1743,-86.8466,80.53,89,20,0.0,few clouds
370,Mainit,PH,9.535,125.5231,80.76,79,100,1.77,overcast clouds
371,Ust-Kan,RU,50.9276,84.761,45.03,63,0,3.44,clear sky
372,Marawi,PH,7.9986,124.2928,69.8,93,99,2.89,light rain
373,Boguchany,RU,58.3814,97.4531,46.35,91,100,3.11,overcast clouds
374,San Miguel,SV,13.4833,-88.1833,74.07,96,32,1.19,scattered clouds
375,Lososina,RU,48.9975,140.3106,54.45,98,77,6.04,broken clouds
376,Ola,RU,59.5833,151.2833,43.16,87,75,2.39,broken clouds
377,Saint-Francois,FR,46.4154,3.9054,63.68,45,0,5.75,clear sky
378,Roald,NO,62.5833,6.1333,57.76,71,40,17.27,scattered clouds
379,Sunnyside,US,46.3237,-120.0087,57.0,94,40,3.44,scattered clouds
380,Feicheng,CN,35.2606,117.9675,65.35,70,3,5.23,clear sky
381,Balkhash,KZ,46.844,74.9804,66.29,29,0,7.11,clear sky
382,Moyale,KE,3.5167,39.0584,83.12,32,89,14.07,overcast clouds
383,Margate,GB,51.3813,1.3862,63.7,59,100,7.0,overcast clouds
384,Austin,US,30.2672,-97.7431,77.86,93,100,4.61,mist
385,Sri Aman,MY,1.2376,111.4621,75.61,97,100,1.74,light rain
386,Mandalgovi,MN,45.7625,106.2708,44.49,43,54,13.6,broken clouds
387,Usinsk,RU,65.9939,57.5281,47.64,95,100,13.62,overcast clouds
388,Lorengau,PG,-2.0226,147.2712,81.82,76,58,6.85,broken clouds
389,Severo-Yeniseyskiy,RU,60.3725,93.0408,44.17,92,100,5.64,light rain
390,Mareeba,AU,-17.0,145.4333,74.12,93,23,4.25,few clouds
391,Hovd,MN,48.0056,91.6419,48.49,45,1,2.73,clear sky
392,Hornepayne,CA,49.2138,-84.7705,51.93,99,100,5.7,overcast clouds
393,Lebanon,US,36.2081,-86.2911,69.96,87,20,0.0,few clouds
394,Saint-Augustin,CA,51.226,-58.6502,47.08,52,26,20.45,scattered clouds
395,Gurupa,BR,-1.405,-51.64,87.13,55,58,5.82,broken clouds
396,Rivera,UY,-30.9053,-55.5508,60.48,70,100,14.05,light rain
397,Tahta,EG,26.7693,31.5021,97.03,12,0,16.58,clear sky
398,Nago,JP,26.5881,127.9761,81.45,86,100,20.42,overcast clouds
399,Fukue,JP,32.6881,128.8419,77.88,91,100,62.79,light rain
400,Severo-Kurilsk,RU,50.6789,156.125,48.94,72,100,9.1,overcast clouds
401,Hambantota,LK,6.1241,81.1185,81.57,75,100,19.66,overcast clouds
402,Smithers,CA,54.7804,-127.1743,34.12,100,75,0.0,mist
403,Trapani,IT,37.8333,12.6667,80.89,36,98,11.86,overcast clouds
404,Yeppoon,AU,-23.1333,150.7333,65.98,93,0,4.54,clear sky
405,Bathsheba,BB,13.2167,-59.5167,86.61,74,20,20.71,few clouds
406,Elko,US,41.0002,-115.5012,48.63,72,96,5.01,overcast clouds
407,Nyaunglebin,MM,17.95,96.7333,75.61,96,97,5.12,overcast clouds
408,Nouakchott,MR,18.0858,-15.9785,93.13,39,100,8.03,overcast clouds
409,Mazamari,PE,-11.3258,-74.5308,75.78,76,12,1.57,few clouds
410,San Matias,BO,-16.3667,-58.4,96.57,24,0,2.08,clear sky
411,Los Llanos De Aridane,ES,28.6585,-17.9182,75.13,79,75,5.99,broken clouds
412,Laguna,US,38.421,-121.4238,62.74,77,40,10.36,scattered clouds
413,Orebro,SE,59.2741,15.2066,63.25,45,0,9.22,clear sky
414,Bulawayo,ZW,-20.15,28.5833,86.99,14,1,6.26,clear sky
415,Moose Factory,CA,51.2585,-80.6094,48.2,76,100,5.75,overcast clouds
416,Chara,RU,56.9064,118.2631,29.46,66,46,4.41,scattered clouds
417,Santo Domingo,DO,18.5001,-69.9886,83.03,85,40,14.97,scattered clouds
418,Belyy Yar,RU,53.6039,91.3903,53.85,57,0,0.0,clear sky
419,Parfenyevo,RU,58.484,43.4088,61.47,51,100,7.78,overcast clouds
420,Conde,BR,-7.2597,-34.9075,81.86,74,75,18.41,broken clouds
421,Bam,IR,29.106,58.357,92.34,10,75,11.1,broken clouds
422,Jizan,SA,17.3333,42.6667,100.2,35,43,16.13,scattered clouds
423,Daru,PG,-9.0763,143.2092,79.97,89,83,12.17,broken clouds
424,Aswan,EG,24.0934,32.907,102.56,11,3,11.65,clear sky
425,Manavgat,TR,36.7867,31.4431,84.09,57,0,9.53,clear sky
426,Illapel,CL,-31.6308,-71.1653,52.32,85,96,3.8,overcast clouds
427,Faya,SA,18.3851,42.4509,75.72,37,95,10.94,overcast clouds
428,Haines Junction,CA,60.7522,-137.5108,31.95,93,100,0.0,overcast clouds
429,Dunedin,NZ,-45.8742,170.5036,48.79,88,59,3.0,broken clouds
430,Vitim,RU,59.4511,112.5578,33.78,60,98,4.47,overcast clouds
431,Ticuantepe,NI,12.0226,-86.2049,72.28,94,40,0.0,scattered clouds
432,Suez,EG,29.9737,32.5263,92.35,30,0,8.12,clear sky
433,Poronaysk,RU,49.2167,143.1167,51.64,97,62,1.66,broken clouds
434,Saint Anthony,US,45.0205,-93.218,64.81,90,100,12.66,overcast clouds
435,Flin Flon,CA,54.7682,-101.865,51.64,93,100,5.75,overcast clouds
436,Mogadishu,SO,2.0371,45.3438,79.52,78,31,19.28,scattered clouds
437,Tiznit,MA,29.5833,-9.5,76.6,52,5,11.63,clear sky
438,Mahina,PF,-17.5065,-149.489,73.17,78,20,3.44,few clouds
439,Funehiki,JP,37.4333,140.5833,74.75,97,100,8.01,overcast clouds
440,Nizhniy Kuranakh,RU,58.8353,125.4869,28.71,88,97,6.85,overcast clouds
441,Seminole,US,28.7086,-81.2081,77.09,95,40,0.0,scattered clouds
442,Shimoda,JP,34.6667,138.95,79.11,92,100,11.14,overcast clouds
443,Bosconia,CO,9.9689,-73.8836,76.78,89,100,3.51,overcast clouds
444,Tevriz,RU,57.509,72.4042,59.67,46,100,9.15,overcast clouds
445,Rawah,IQ,34.4816,41.9093,104.52,11,0,9.57,clear sky
446,Sorong,ID,-0.8833,131.25,80.74,76,100,3.36,moderate rain
447,Makakilo City,US,21.3469,-158.0858,77.32,83,0,4.61,clear sky
448,Khani,GE,41.9563,42.9566,89.17,24,14,4.27,few clouds
449,Meadow Lake,US,34.8014,-106.5436,68.14,45,0,5.97,clear sky
450,Funtua,NG,11.5233,7.3081,82.71,55,99,3.83,overcast clouds
451,Bereda,ES,43.2686,-7.5406,80.42,54,100,5.35,overcast clouds
452,Kolondieba,ML,11.0882,-6.8926,81.01,71,91,7.09,overcast clouds
453,Ust-Maya,RU,60.4167,134.5333,38.86,98,100,6.11,light rain
454,Dudinka,RU,69.4058,86.1778,44.06,95,100,9.15,overcast clouds
455,Dzaoudzi,YT,-12.7887,45.2699,82.29,65,40,5.75,scattered clouds
456,Balykshi,KZ,47.0667,51.8667,86.0,23,0,17.9,clear sky
457,Xichang,CN,27.8964,102.2634,70.27,82,7,4.07,clear sky
458,Fortuna,US,40.5982,-124.1573,55.92,91,100,4.59,overcast clouds
459,Villa Del Rosario,CO,7.8339,-72.4742,75.58,88,40,6.91,scattered clouds
460,Elmvale,CA,44.5834,-79.8664,68.29,96,100,8.55,moderate rain
461,Guisijan,PH,11.0932,122.0461,79.84,85,97,4.63,moderate rain
462,Karratha,AU,-20.7377,116.8463,73.65,55,2,12.5,light rain
463,Oktyabrskoye,RU,43.0645,44.7417,91.54,24,0,15.66,clear sky
464,Sandur,IN,15.1,76.55,77.72,71,100,9.24,overcast clouds
465,Sawakin,SD,19.1059,37.3321,95.56,38,14,9.86,few clouds
466,Katsuura,JP,35.1333,140.3,79.66,91,100,19.08,overcast clouds
467,Punta Gorda,US,26.9298,-82.0454,75.97,96,100,5.99,overcast clouds
468,Mananara,MG,-16.1667,49.7667,74.73,67,9,7.4,clear sky
469,Clonakilty,IE,51.6231,-8.8706,61.81,64,14,1.21,few clouds
470,Ostersund,SE,63.1792,14.6357,53.62,87,75,14.97,broken clouds
471,Agadez,NE,19.75,10.25,102.72,16,99,8.34,overcast clouds
472,Helena,US,46.5927,-112.0361,45.59,84,0,1.99,clear sky
473,Yar-Sale,RU,66.8333,70.8333,48.87,90,100,15.5,moderate rain
474,Kovdor,RU,67.5662,30.4758,47.61,95,100,9.64,light rain
475,Uray,RU,60.1247,64.7758,59.79,57,85,11.25,overcast clouds
476,Point Pedro,LK,9.8167,80.2333,81.37,80,100,17.81,overcast clouds
477,Nikki,BJ,9.9401,3.2108,79.11,78,52,3.8,light rain
478,Sinop,TR,41.7711,34.8709,77.0,49,0,9.62,clear sky
479,Iquique,CL,-20.2208,-70.1431,60.84,65,35,9.15,scattered clouds
480,Mnogovershinnyy,RU,53.9353,139.9242,47.05,97,94,4.7,overcast clouds
481,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,60,5,9.82,clear sky
482,Paris,FR,48.8534,2.3488,68.95,50,40,13.8,scattered clouds
483,Manavalakurichi,IN,8.1333,77.3,80.11,82,100,15.79,overcast clouds
484,Ladybrand,ZA,-29.1945,27.4574,80.91,11,100,26.37,overcast clouds
485,Santa Cruz,BO,-17.8,-63.1667,84.25,54,3,17.27,clear sky
486,Lagdo,CM,9.05,13.7333,75.24,87,100,3.02,overcast clouds
487,Kasangulu,CD,-4.5911,15.1708,87.53,43,90,7.65,overcast clouds
488,Kamaishi,JP,39.2667,141.8833,75.15,96,100,12.82,light rain
489,Sioux Lookout,CA,50.1001,-91.917,59.07,100,100,3.44,fog
490,Kieta,PG,-6.2167,155.6333,79.56,86,97,8.57,moderate rain
491,Nakusp,CA,50.2499,-117.8023,42.48,100,100,2.3,overcast clouds
492,Lakefield,US,43.6775,-95.1717,60.51,96,100,4.61,overcast clouds
493,Grand-Bourg,GP,15.8835,-61.3148,84.15,78,98,20.24,overcast clouds
494,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,44.04,65,100,3.0,overcast clouds
495,Saint-Louis,SN,16.3333,-15.0,95.56,25,100,4.85,overcast clouds
496,Walvis Bay,NA,-22.9575,14.5053,67.15,55,0,12.66,clear sky
497,Homer,US,59.6425,-151.5483,49.05,87,0,5.75,clear sky
498,Masvingo,ZW,-20.0637,30.8277,90.36,13,6,4.65,clear sky
499,Jati,PK,24.3539,68.2671,86.67,55,17,11.07,few clouds
500,Key West,US,24.5557,-81.7826,86.0,75,0,9.22,clear sky
501,Yerbogachen,RU,61.2767,108.0108,38.39,61,100,7.18,overcast clouds
502,Pemberton,CA,50.3164,-122.8027,44.29,83,0,2.19,clear sky
503,Vieques,PR,18.425,-65.8329,77.02,88,100,23.02,heavy intensity rain
504,Progreso,MX,21.2833,-89.6667,76.1,87,15,5.61,few clouds
505,Husavik,IS,66.0449,-17.3389,50.77,65,50,2.68,scattered clouds
506,Banswara,IN,23.55,74.45,82.72,68,4,1.86,clear sky
507,Shirokiy,RU,49.758,129.523,44.73,92,100,13.44,overcast clouds
508,Bolgar,RU,54.95,49.0667,64.0,62,96,3.51,overcast clouds
509,Gaoual,GN,11.75,-13.2,76.26,93,100,3.04,light rain
510,Cabedelo,BR,-6.9811,-34.8339,83.07,72,55,15.75,broken clouds
511,Saryozek,KZ,44.3583,77.9753,67.12,19,62,7.45,broken clouds
512,Nishihara,JP,26.1842,127.7558,81.68,89,75,19.57,broken clouds
513,Aitape,PG,-3.1374,142.3475,79.11,84,35,4.36,scattered clouds
514,Tieling,CN,42.2931,123.8414,56.97,61,1,0.11,clear sky
515,Najran,SA,17.4924,44.1277,97.45,13,100,13.13,overcast clouds
516,Boende,CD,-0.2167,20.8667,84.65,59,100,1.61,overcast clouds
517,Port Hedland,AU,-20.3167,118.5667,71.65,73,3,8.05,clear sky
518,Ancud,CL,-41.8697,-73.8203,43.23,85,90,8.68,overcast clouds
519,Goderich,CA,43.7501,-81.7165,71.91,83,100,13.8,overcast clouds
520,Japura,ID,-0.3167,102.35,74.82,95,97,2.21,overcast clouds
521,Grindavik,IS,63.8424,-22.4338,53.55,87,75,26.46,broken clouds
522,North Platte,US,41.1239,-100.7654,62.49,83,20,15.99,few clouds
523,Langxiang,CN,46.95,128.8833,51.04,62,100,12.48,overcast clouds
524,Palaiokomi,GR,40.8667,23.9,75.6,29,0,15.35,clear sky
525,The Valley,AI,18.217,-63.0578,83.1,78,100,23.31,overcast clouds
526,Palestine,PS,31.9216,35.2033,77.94,68,2,15.79,clear sky
527,Pangnirtung,CA,66.1451,-65.7125,40.98,56,0,3.38,clear sky
528,Constantine,DZ,36.365,6.6147,83.61,51,40,6.91,scattered clouds
529,Cockburn Town,TC,21.4612,-71.1419,85.96,62,40,11.5,scattered clouds
530,Severomuysk,RU,56.1481,113.4267,21.94,70,35,5.55,scattered clouds
531,Juneau,US,58.3019,-134.4197,52.21,97,100,6.91,light rain
532,Kokopo,PG,-4.352,152.2633,77.41,83,56,8.41,broken clouds
533,Ternate,ID,0.8,127.4,81.39,75,100,2.98,overcast clouds
534,Kyabe,TD,9.4515,18.9449,77.07,79,100,4.45,overcast clouds
535,Kudahuvadhoo,MV,2.6708,72.8944,82.24,68,69,6.89,broken clouds
536,Radomsko,PL,51.0671,19.4448,54.52,71,100,18.12,overcast clouds
537,Kenai,US,60.5544,-151.2583,51.89,76,0,14.97,clear sky
538,Muborak,UZ,39.2553,65.1528,87.87,15,0,7.36,clear sky
539,Pisco,PE,-13.7,-76.2167,63.01,88,100,3.44,mist
540,Pratapgarh,IN,24.0333,74.7833,78.01,76,3,6.06,clear sky
541,Aguimes,ES,27.9054,-15.4461,74.66,83,75,5.75,broken clouds
542,Drayton Valley,CA,53.2168,-114.9854,45.5,76,96,7.61,overcast clouds
543,Benjamin Aceval,PY,-24.9667,-57.5667,73.54,34,5,13.15,clear sky
544,Chichihualco,MX,17.6833,-99.65,63.25,96,100,1.61,overcast clouds
545,Stephenville,US,32.2207,-98.2023,75.81,88,0,5.75,clear sky
546,Mbekenyera,TZ,-10.0,38.9833,87.06,35,89,9.55,overcast clouds
547,Atambua,ID,-9.1061,124.8925,74.41,79,81,0.4,broken clouds
548,Ishigaki,JP,24.3448,124.1572,78.93,83,20,3.44,few clouds
549,Grand-Lahou,CI,5.1367,-5.0242,81.72,69,26,10.94,scattered clouds
550,Axim,GH,4.8699,-2.2405,80.17,73,68,11.03,broken clouds
551,Matamoros,MX,25.5333,-103.25,73.51,65,75,5.75,broken clouds
552,Salalah,OM,17.0151,54.0924,82.49,89,100,10.36,overcast clouds
553,Cankuzo,BI,-3.1333,30.5833,80.06,31,100,7.29,overcast clouds
554,Awjilah,LY,29.1081,21.2869,97.83,10,0,5.82,clear sky
555,Stanovoye,RU,52.7638,38.3582,61.52,94,100,10.69,light rain
556,Tezu,IN,27.9167,96.1667,80.65,89,7,2.77,clear sky
557,Mae Sai,TH,20.4335,99.8762,74.28,95,12,1.03,few clouds
558,Kencong,ID,-8.2833,113.3667,76.66,85,100,2.35,overcast clouds
559,Shingu,JP,33.7333,135.9833,80.04,93,100,17.6,overcast clouds
560,Vorotynets,RU,56.0603,45.8633,54.86,75,100,9.86,overcast clouds
561,Brokopondo,SR,4.75,-55.1667,82.08,67,100,7.99,overcast clouds
562,Nara,JP,34.6851,135.8049,83.91,61,100,16.22,overcast clouds
563,Berdigestyakh,RU,62.0989,126.6992,28.63,92,16,8.32,few clouds
564,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,50.94,99,100,4.29,light rain
565,Srednekolymsk,RU,67.45,153.6833,34.66,67,0,8.23,clear sky
566,Goksun,TR,38.021,36.4973,84.43,19,0,13.0,clear sky
567,Kariba,ZW,-16.5167,28.8,89.89,24,15,3.09,few clouds
568,Machachi,EC,-0.5,-78.5667,51.3,68,7,2.73,clear sky
569,Adelaide,AU,-34.9333,138.6,53.47,80,75,5.75,broken clouds
570,Una,IN,20.8167,71.0333,79.18,80,1,11.14,clear sky
571,Fethiye,TR,36.6217,29.1164,84.07,41,0,7.43,clear sky
572,Nome,US,64.5011,-165.4064,46.47,87,100,29.93,overcast clouds
573,Qiongshan,CN,20.0058,110.3542,82.38,83,0,4.47,clear sky
574,Pabbi,PK,34.0106,71.7989,92.08,43,0,6.73,clear sky
575,Esna,EG,25.2934,32.554,100.27,13,0,15.59,clear sky
576,Aklavik,CA,68.2191,-135.0107,44.26,71,96,3.6,overcast clouds
577,Barsi,IN,18.2333,75.7,80.26,67,79,8.32,broken clouds
578,Jinchang,CN,38.4953,102.1739,62.51,77,100,16.78,overcast clouds
579,Tomatlan,MX,19.9333,-105.25,73.67,94,100,3.96,overcast clouds
580,Buala,SB,-8.145,159.5921,78.35,87,100,4.25,light rain
581,Burnie,AU,-41.0667,145.9167,47.95,82,62,9.19,broken clouds
582,Puro,PH,12.4841,123.3827,82.44,77,99,13.98,overcast clouds
583,Anito,PH,12.4497,125.2886,78.24,90,100,5.53,heavy intensity rain
584,Sheboygan,US,43.7333,-87.9334,69.39,92,40,6.91,scattered clouds
585,Teya,RU,60.3778,92.6267,47.75,92,100,2.19,light rain
586,Naze,JP,28.3667,129.4833,79.72,88,100,25.3,heavy intensity rain
587,Luanda,AO,-8.8368,13.2343,74.89,76,100,9.73,overcast clouds
588,Sao Francisco De Paula,BR,-29.4481,-50.5836,56.37,48,76,4.21,broken clouds
589,Todos Santos,MX,23.45,-110.2167,73.65,96,85,3.56,overcast clouds
590,Kinablangan,PH,7.6947,126.5503,79.54,86,100,9.35,overcast clouds
591,Khoy,IR,38.5504,44.9535,90.12,19,20,9.22,few clouds
592,Maarianhamina,AX,60.0973,19.9348,55.26,71,75,11.5,broken clouds
593,Berbera,SO,10.4396,45.0143,93.24,54,0,9.64,clear sky
594,Jardim,BR,-21.4803,-56.1381,77.45,35,0,9.73,clear sky
595,Istok,XK,42.7808,20.4875,63.09,43,44,2.91,scattered clouds
596,Bouna,CI,9.2667,-3.0,78.37,77,95,8.21,overcast clouds
597,Inta,RU,66.0317,60.1659,47.12,94,100,5.75,overcast clouds
598,Takoradi,GH,4.8845,-1.7554,79.43,76,56,13.11,light rain
599,Kyaikkami,MM,16.08,97.5675,78.93,87,100,15.99,heavy intensity rain
600,Catania,IT,37.5021,15.0872,82.47,62,20,16.11,few clouds
601,Pak Phanang,TH,8.3511,100.202,82.42,65,81,8.59,light rain
602,Arman,RU,59.7,150.1667,42.55,89,64,2.8,broken clouds
603,Ginda,IN,30.6945,78.4932,64.2,92,4,3.2,clear sky
604,Sorland,NO,67.667,12.6934,51.66,87,75,12.66,broken clouds
605,Buchen,DE,49.5239,9.3231,55.31,81,100,11.03,overcast clouds
606,Tura,IN,25.5198,90.2201,76.8,94,100,2.33,overcast clouds
607,Portadown,GB,54.4241,-6.4412,63.99,77,100,9.17,overcast clouds
608,Skjervoy,NO,70.0311,20.9714,48.2,81,85,13.87,overcast clouds
609,Yerofey Pavlovich,RU,53.9667,121.9667,32.43,58,6,10.8,clear sky
610,Prince Rupert,CA,54.3161,-130.3201,49.69,100,0,4.61,clear sky
611,Hasaki,JP,35.7333,140.8333,79.29,88,100,21.52,overcast clouds
612,Peleduy,RU,59.6289,112.7406,33.76,61,99,3.98,overcast clouds
613,Lima,PE,-12.0432,-77.0282,59.9,87,100,4.61,overcast clouds
614,Shelburne,CA,44.0787,-80.2041,66.76,93,100,16.15,overcast clouds
615,Chishan,TW,22.6392,120.3565,82.9,77,40,2.3,scattered clouds
616,Chunskiy,RU,56.0815,99.6342,47.71,66,57,2.15,broken clouds
617,Kaabong,UG,3.4836,34.1492,80.37,37,54,13.38,broken clouds
618,Obuasi,GH,6.206,-1.6619,79.5,77,79,4.34,light rain
619,Palmer,US,42.1584,-72.3287,69.24,82,40,5.75,scattered clouds
620,Orlik,RU,52.5178,99.825,38.3,65,6,1.1,clear sky
621,Hobara,JP,37.8167,140.55,78.37,80,100,1.01,overcast clouds
622,Saint-Pierre,RE,-21.3393,55.4781,76.68,61,75,8.05,broken clouds
623,Ulaangom,MN,49.9811,92.0667,48.67,58,0,2.39,clear sky
624,Plymouth,US,41.8334,-70.8328,73.2,81,0,13.8,clear sky
625,Kota Kinabalu,MY,5.9749,116.0724,82.38,78,20,5.99,few clouds
626,Piacabucu,BR,-10.4056,-36.4344,80.06,64,14,8.79,few clouds
627,Filadelfia,US,39.9523,-75.1638,70.93,90,75,6.91,broken clouds
628,Esteli,NI,13.0919,-86.3538,73.15,93,47,3.2,scattered clouds
629,Linjiang,CN,41.8069,126.9078,50.34,94,0,0.92,clear sky
630,Bambous Virieux,MU,-20.3428,57.7575,73.65,68,75,17.27,light rain
631,Alekseyevka,RU,50.6309,38.6903,78.73,57,33,16.53,scattered clouds
632,Waitati,NZ,-45.75,170.5667,48.79,88,100,7.31,overcast clouds
633,Olafsvik,IS,64.8945,-23.7142,50.18,78,77,15.64,broken clouds
634,Linhares,BR,-19.3911,-40.0722,68.25,64,100,6.69,overcast clouds
635,Parainen,FI,60.3067,22.301,58.1,73,37,12.41,scattered clouds
636,Vila Velha,BR,-20.3297,-40.2925,73.35,68,75,14.0,broken clouds
637,Dharchula,IN,29.85,80.5333,71.02,92,31,1.28,moderate rain
638,Tofield,CA,53.3668,-112.6686,44.28,88,18,10.11,few clouds
639,Yamada,JP,39.4667,141.95,74.93,96,100,11.18,light rain
640,Lompoc,US,34.6391,-120.4579,57.58,93,100,10.36,overcast clouds
641,Troitsko-Pechorsk,RU,62.7084,56.1964,54.28,73,12,10.16,few clouds
642,Mopipi,BW,-21.1833,24.8833,93.15,11,0,8.25,clear sky
643,Krapivinskiy,RU,54.9992,86.8133,48.43,57,7,0.49,clear sky
644,Timra,SE,62.487,17.3257,53.28,71,0,16.11,clear sky
645,Severodvinsk,RU,64.5635,39.8302,55.51,91,100,12.82,overcast clouds
646,Dapaong,TG,10.8639,0.205,80.33,74,87,7.96,overcast clouds
647,Alta Floresta,BR,-9.8756,-56.0861,82.22,78,47,2.3,smoke
648,Long Xuyen,VN,10.3833,105.4167,76.95,80,79,8.9,broken clouds
649,Pitimbu,BR,-7.4706,-34.8086,82.99,69,39,14.34,scattered clouds
650,Erdenet,MN,49.0333,104.0833,37.92,61,5,0.78,clear sky
651,Manuk Mangkaw,PH,4.8,119.85,84.51,71,100,7.4,overcast clouds
652,Aleksandrov Gay,RU,50.147,48.5704,81.55,48,100,9.78,overcast clouds
653,Novo Aripuana,BR,-5.1206,-60.3797,84.87,62,87,3.24,moderate rain
654,Kayes,ML,14.0,-11.0,81.75,70,100,6.78,overcast clouds
655,San Ramon,US,37.7799,-121.978,62.53,75,75,14.97,broken clouds
656,Syracuse,IT,37.0881,15.2792,81.99,70,20,14.14,few clouds
657,Uyemskiy,RU,64.4743,40.8524,55.45,93,75,4.47,broken clouds
658,Ugoofaaru,MV,5.6667,73.0,82.2,72,100,9.15,overcast clouds
659,Muyezerskiy,RU,63.9333,31.65,52.54,77,100,4.72,light rain
660,Mangrol,IN,21.1167,70.1167,80.85,76,12,8.01,few clouds
661,Oksbol,DK,55.6268,8.2876,54.91,65,45,21.63,light rain
662,Abu Samrah,SY,35.3029,37.1841,97.45,12,0,13.02,clear sky
663,Sampit,ID,-2.5333,112.95,76.57,94,74,1.88,broken clouds
664,Oktyabrskiy,RU,54.4815,53.471,69.1,68,39,6.31,scattered clouds
665,Praia,CV,14.9215,-23.5087,82.94,65,40,11.5,scattered clouds
666,San Roque,ES,36.2107,-5.3842,72.43,73,40,18.41,scattered clouds
667,Kambove,CD,-10.8764,26.5969,89.08,20,96,4.29,overcast clouds
668,Somerset East,ZA,-32.7217,25.588,56.37,82,100,12.64,light rain
669,Tripoli,LY,32.8752,13.1875,84.31,64,5,17.81,clear sky
670,Marsa Matruh,EG,31.3525,27.2453,79.48,60,0,12.55,clear sky
671,Vila,PT,42.0304,-8.1588,79.68,41,60,0.96,broken clouds
672,Fier,AL,40.7239,19.5561,73.56,43,0,12.53,clear sky
673,San Policarpo,PH,12.1791,125.5072,79.75,84,100,5.08,light rain
674,Espinosa,BR,-14.9261,-42.8192,78.37,48,32,12.28,scattered clouds
675,Beoumi,CI,7.6736,-5.5764,82.49,66,94,8.03,overcast clouds
676,Kirando,TZ,-7.4167,30.6,84.72,43,93,6.35,overcast clouds
677,Almeirim,BR,-1.5233,-52.5817,88.3,53,54,6.51,broken clouds
678,Bay Roberts,CA,47.5999,-53.2648,61.52,67,60,14.0,broken clouds
679,Zonguldak,TR,41.25,31.8333,70.65,72,3,8.68,clear sky
680,Wanaka,NZ,-44.7,169.15,41.97,90,100,5.48,moderate rain
681,Saint-Joseph,RE,-21.3667,55.6167,75.58,77,34,12.82,light rain
682,Mulege,MX,26.8833,-111.9833,82.96,60,1,0.85,clear sky
683,Onufriyivka,UA,48.9072,33.4487,74.97,59,93,20.24,light rain
684,Puerto Armuelles,PA,8.2833,-82.8667,75.18,93,100,9.78,overcast clouds
685,Northam,GB,51.0333,-4.2167,60.26,64,52,9.95,broken clouds
686,Poya,NC,-21.35,165.15,70.38,84,0,4.47,clear sky
687,Praia Da Vitoria,PT,38.7333,-27.0667,80.85,74,20,7.09,few clouds
688,Kutum,SD,14.2,24.6667,88.56,27,64,11.79,broken clouds
689,Dustlik,UZ,40.5247,68.0358,85.8,16,0,10.58,clear sky
690,Road Town,VG,18.4167,-64.6167,78.89,86,100,38.83,heavy intensity rain
691,Jaisalmer,IN,26.9147,70.9181,94.33,26,0,7.74,clear sky
692,Arroyo,ES,41.6096,-4.7969,84.6,29,20,1.14,few clouds
693,Ankang,CN,32.68,109.0172,72.05,93,100,1.79,overcast clouds
694,Zigong,CN,29.3416,104.7769,76.8,86,100,5.95,overcast clouds
695,Kovernino,RU,57.1253,43.8142,54.93,79,100,9.04,overcast clouds
696,Sacramento,US,38.4666,-121.3177,62.6,79,40,10.36,scattered clouds
697,Quatre Cocos,MU,-20.2078,57.7625,73.51,76,74,16.08,light rain
